SDSS_name,objID,NL_pred,env_label
SDSS J090311.17+450231.4,1237657770167828698,0.98,C
SDSS J130624.52+485744.4,1237658203977941175,0.98,F
SDSS J133031.70+582032.5,1237658311334494363,0.97,Sh
SDSS J122055.09+110031.9,1237658493892231254,0.98,Sh
SDSS J154015.94+472545.5,1237659324950446332,0.94,
SDSS J090640.15+063344.6,1237660412112470297,0.97,F
SDSS J140821.55+551805.3,1237661388141166646,0.86,C
SDSS J110759.60+024314.6,1237654030326563014,0.86,C
SDSS J074228.98+310555.8,1237654652558180789,0.87,
SDSS J101058.46-004813.9,1237654669199933583,0.92,
SDSS J160024.08+525358.3,1237654948377329709,0.98,
SDSS J114537.84+621413.5,1237655464840724589,0.95,
SDSS J095034.06+482906.5,1237657590312992946,0.99,F
SDSS J091820.49+410154.7,1237657627904376984,0.97,F
SDSS J102713.35+481441.1,1237657628447473764,0.86,F
SDSS J121618.74+094449.2,1237658492281094291,0.98,Sh
SDSS J110610.46+481604.0,1237658612517044297,0.95,F
SDSS J115012.48+533957.3,1237658800425468034,0.98,F
SDSS J110643.94+665109.5,1237651539246055429,0.98,
SDSS J104941.28+601735.7,1237653617471520969,0.93,
SDSS J133823.75+572002.0,1237655106771943493,0.95,F
SDSS J112944.39+054817.5,1237655126614605890,0.93,Sh
SDSS J133253.11-011531.1,1237655500274860158,0.98,
SDSS J142409.05+061127.5,1237655743478104176,0.87,F
SDSS J143318.50+064549.2,1237655744552829079,0.97,Sh
SDSS J230748.86-085700.7,1237656539127939216,0.99,
SDSS J075943.03+261114.5,1237658191607693659,0.97,
SDSS J142408.69+443343.0,1237658203447230614,0.97,V
SDSS J102359.78+062907.4,1237658423552114802,0.89,F
SDSS J135945.21-030257.6,1237655493834899638,0.91,
SDSS J172508.37+584552.9,1237659896173101460,0.96,
SDSS J090011.05+074333.9,1237660669809197290,0.96,Sh
SDSS J084002.36+294902.6,1237660961862189211,0.96,Sh
SDSS J100540.38+093512.4,1237661063880179720,0.93,F
SDSS J081341.07+220413.0,1237661085344858493,0.94,
SDSS J121752.43-002143.6,1237648704040665238,0.97,
SDSS J131408.61-002627.9,1237651203157721163,0.96,
SDSS J085025.48+552322.2,1237651272425734160,0.93,F
SDSS J073213.99+380848.6,1237651496827682897,0.99,
SDSS J132106.27+021658.5,1237651736302715073,0.85,V
SDSS J034626.96-063152.5,1237652900235771982,0.99,
SDSS J230911.62+132710.9,1237652942096171223,0.97,
SDSS J131408.25+621233.9,1237655370364551289,0.86,
SDSS J115644.26+620626.1,1237655464304378007,0.96,
SDSS J075201.44+440059.9,1237651496293826856,0.98,
SDSS J100514.38+463903.2,1237657856064618589,0.96,F
SDSS J105225.71+083327.3,1237658491735179378,0.97,F
SDSS J155823.96+545551.8,1237651539261391086,0.97,
SDSS J130210.14+032600.7,1237651755090837564,0.87,C
SDSS J013126.64+141639.0,1237653651844628666,0.91,
SDSS J105149.13+034645.8,1237654604253233397,0.97,F
SDSS J171405.72+331820.9,1237655130918879555,0.96,
SDSS J152721.92+040035.5,1237655742411309318,0.99,C
SDSS J090146.31+383612.0,1237658201275564332,0.99,F
SDSS J110102.71+445317.7,1237660634387447942,0.96,Sh
SDSS J150557.07+381640.0,1237661433248350319,0.9,Sh
SDSS J133229.65+124902.6,1237661818175422469,0.99,F
SDSS J163041.34+443048.5,1237651250979340465,0.88,
SDSS J133706.47+002204.7,1237651504880615503,0.95,F
SDSS J012315.84-090141.2,1237652901293981721,0.98,
SDSS J104827.34+044931.7,1237654605863518421,0.9,F
SDSS J143710.58+040354.2,1237654880202064005,0.97,C
SDSS J120925.95+603111.3,1237655108914249886,0.99,
SDSS J163035.42+403724.2,1237655373573193957,0.92,
SDSS J092401.09+051233.8,1237658423545561106,0.86,Sh
SDSS J093152.15+073450.7,1237658492800205019,0.98,Sh
SDSS J152601.90+484111.0,1237659324412461178,0.96,C
SDSS J084133.31+323841.9,1237660635985150130,0.98,V
SDSS J123012.09+564207.6,1237661416595521646,0.98,F
SDSS J122450.66+451542.8,1237661851469807696,0.95,C
SDSS J122448.40+120106.6,1237661949181362314,0.98,F
SDSS J120926.71+404954.6,1237662226214092839,0.98,F
SDSS J121731.19-004834.4,1237648703503794279,0.89,
SDSS J121644.08-032548.9,1237650369410039904,0.96,
SDSS J220141.63+115124.4,1237652942625767592,0.92,
SDSS J145323.39+025759.4,1237654879130091598,0.97,C
SDSS J154317.86+020442.5,1237655469675905275,0.96,
SDSS J170714.03+343415.6,1237655503498183177,0.98,
SDSS J133733.09+610150.5,1237655369828991047,0.98,
SDSS J110321.25+065519.3,1237658423556374706,0.97,Sh
SDSS J133812.14+522546.2,1237659131131527216,0.98,Sh
SDSS J105619.71+434517.6,1237661851999731863,0.88,F
SDSS J154254.60+063455.7,1237662238025318746,0.88,
SDSS J084227.27-000842.6,1237648721209131256,0.88,
SDSS J120120.28+023125.9,1237651754010476632,0.97,F
SDSS J152345.37+031448.7,1237651822179057813,0.88,F
SDSS J090836.85+531538.2,1237653614257963090,0.99,C
SDSS J013006.17+131702.0,1237653650770821212,0.96,
SDSS J083909.27+450747.7,1237654653102850180,0.96,F
SDSS J163722.63+442049.6,1237654952130511036,0.96,
SDSS J130522.93+043843.3,1237655125014413478,0.89,C
SDSS J161147.09+501255.5,1237655130909901038,0.93,
SDSS J084231.36+402831.2,1237657118948393201,0.96,F
SDSS J002910.42-000949.6,1237657190908428463,0.91,
SDSS J112920.68+083608.4,1237658491202306114,0.93,Sh
SDSS J223251.87-075813.4,1237656539661009030,0.97,
SDSS J083909.65+072431.5,1237661068165579087,0.99,F
SDSS J110106.44+430433.9,1237661850926317579,0.95,F
SDSS J120310.16+413737.8,1237661966355005548,0.9,C
SDSS J013838.48+004429.4,1237657071694774487,0.88,
SDSS J152338.99+374825.4,1237662337324744905,0.99,V
SDSS J144029.37+003502.7,1237648705130004781,0.91,Sh
SDSS J015529.59-095940.7,1237652899686842419,0.98,
SDSS J112208.13+044134.1,1237654605330317410,0.99,Sh
SDSS J111529.13+552722.3,1237657610726539321,0.98,Sh
SDSS J101418.44+063046.4,1237658299531919540,0.88,F
SDSS J103154.37+064655.9,1237658299533820126,0.96,F
SDSS J102553.05+091915.8,1237658493342908620,0.93,C
SDSS J090829.89+353654.1,1237660634914160838,0.97,C
SDSS J094421.13+394959.4,1237660634917765291,0.86,C
SDSS J132329.23+490047.7,1237661151379980368,0.91,Sh
SDSS J112745.95+060839.1,1237661970106155062,0.92,V
SDSS J122901.54+083837.7,1237661977085018287,0.96,C
SDSS J162109.60+210429.8,1237662223554314614,0.89,
SDSS J141538.37+362230.2,1237662225151295617,0.97,Sh
SDSS J125953.78+524554.3,1237662302965989647,0.99,Sh
SDSS J113726.41+262722.3,1237667322179092564,0.97,F
SDSS J122841.26+264754.1,1237667322184138853,0.98,F
SDSS J090911.50+005007.5,1237648722285756726,0.92,Sh
SDSS J033312.96-073258.4,1237649961382772816,0.88,
SDSS J033329.45-065148.2,1237649962456645729,0.93,
SDSS J004205.02-093203.9,1237652901289525406,0.98,
SDSS J095702.62-011430.0,1237654668661555353,0.95,
SDSS J162618.75+432426.8,1237655473966809389,0.99,
SDSS J215058.68-004848.9,1237656567581835627,0.99,
SDSS J024654.19-003354.7,1237657070091632935,0.91,
SDSS J114908.62+533854.6,1237658800425402466,0.97,C
SDSS J134137.53+541105.5,1237658803116900443,0.98,F
SDSS J082959.06+304340.1,1237660635983774050,0.91,C
SDSS J081213.40+261602.7,1237660765908369443,0.98,
SDSS J123614.76+475319.1,1237661362367758400,0.96,Sh
SDSS J133839.93+552700.5,1237661386528784541,0.91,Sh
SDSS J140331.24+091315.3,1237662263778148463,0.97,F
SDSS J131032.18+110121.0,1237661815488708818,0.97,Sh
SDSS J130407.08+432728.1,1237661849862275131,0.98,F
SDSS J151040.44+311410.6,1237662224619864394,0.98,F
SDSS J131036.24+394702.3,1237662225682333842,0.96,Sh
SDSS J125707.53+085232.5,1237662236396683371,0.98,Sh
SDSS J152414.99+383815.9,1237662473151971518,0.96,Sh
SDSS J082139.47+592454.1,1237663789032538312,0.98,Sh
SDSS J112523.71+360807.3,1237664818209620099,0.9,F
SDSS J121744.83+372358.9,1237664818751143996,0.99,Sh
SDSS J101432.41+304320.4,1237664870291341460,0.97,Sh
SDSS J155327.84+171824.5,1237665549436584282,0.99,
SDSS J114243.76+085827.4,1237660612902387836,0.94,F
SDSS J100652.50+140443.0,1237671123230982346,0.96,C
SDSS J144901.34+515833.5,1237661418215112839,0.92,F
SDSS J122426.74+131400.3,1237661950791909467,0.91,F
SDSS J135244.10+004809.7,1237648722316820532,0.89,V
SDSS J221217.38+001605.4,1237663543684235456,0.89,
SDSS J030749.48-004700.3,1237663783144194100,0.97,
SDSS J233025.66+000924.1,1237663784194146369,0.98,
SDSS J085855.36+624453.5,1237663916271730781,0.96,
SDSS J105547.40+145156.0,1237664132629987439,0.97,F
SDSS J145812.45+245000.8,1237665350246924422,0.9,C
SDSS J033350.76-010030.1,1237666299483258896,0.95,
SDSS J111024.88+284229.4,1237667254009135374,0.89,F
SDSS J111410.17+271420.1,1237667431179092040,0.94,F
SDSS J145632.29+093212.7,1237662198818930930,0.9,C
SDSS J153336.74+082507.6,1237662199359799578,0.99,F
SDSS J130305.82+381852.0,1237662223534325872,0.94,Sh
SDSS J105018.93+375938.1,1237662225133600938,0.96,F
SDSS J160641.84+084437.0,1237662637449871508,0.95,
SDSS J031133.38-004434.4,1237663783144587486,0.96,
SDSS J092811.28+301351.4,1237664091830550649,0.96,F
SDSS J094029.95+112941.7,1237664105776545811,0.97,Sh
SDSS J130302.64+155138.3,1237664292080451674,0.94,F
SDSS J114449.43+334831.5,1237665023828164680,0.98,C
SDSS J153335.70+210905.1,1237665442068234536,0.87,V
SDSS J095734.56+253145.4,1237667254538797209,0.99,Sh
SDSS J124307.28+111243.1,1237661815485759591,0.96,Sh
SDSS J100531.47+394051.3,1237661850921533622,0.99,F
SDSS J024438.20-081850.6,1237652900229021870,0.87,
SDSS J161647.50+205632.7,1237665103834120455,0.85,
SDSS J145753.73+261719.8,1237665351857274942,0.98,F
SDSS J161653.91+345557.1,1237665356693569869,0.99,
SDSS J152519.02+403930.5,1237662498392375411,0.99,F
SDSS J162944.05+232110.3,1237662665889546707,0.96,
SDSS J081544.29+550336.1,1237663786883285172,0.96,
SDSS J091732.26+195123.1,1237667430093226282,0.94,F
SDSS J103221.59+200410.1,1237667735034724534,0.97,F
SDSS J133229.82+223607.4,1237667736663621814,0.88,Sh
SDSS J085603.97+132519.2,1237667781202673685,0.98,V
SDSS J110457.09+372213.5,1237662223524167761,0.97,F
SDSS J131451.02+380215.9,1237662223535374440,0.99,Sh
SDSS J122514.24+160713.1,1237664292076454119,0.92,Sh
SDSS J132341.57+313846.7,1237665330395152577,0.93,F
SDSS J131958.31+281449.3,1237665427554893968,0.99,F
SDSS J083650.11+441610.6,1237655108362043485,0.96,V
SDSS J091417.69+221631.4,1237667212121604127,0.98,F
SDSS J075545.91+130026.7,1237667253988295147,0.93,
SDSS J110451.57+252804.9,1237667322175881294,0.96,Sh
SDSS J113108.36+260245.1,1237667429033181206,0.88,F
SDSS J105646.55+232551.9,1237667550344839242,0.96,Sh
SDSS J111655.40+210859.3,1237667734502441119,0.94,F
SDSS J115349.88+211309.1,1237667781221482570,0.95,C
SDSS J121441.44+235110.4,1237667910055821379,0.96,C
SDSS J125631.28+184730.1,1237668270821277870,0.99,F
SDSS J104423.04+182916.0,1237668293906530358,0.94,F
SDSS J121815.21+200039.9,1237668298203922582,0.99,Sh
SDSS J140755.32+070228.9,1237662268067086598,0.98,F
SDSS J170758.22+344906.7,1237655504034988263,0.98,
SDSS J010723.22+004018.8,1237663204921573502,0.98,
SDSS J094139.96+682258.0,1237663917885423644,0.94,
SDSS J154719.55+213152.0,1237665373331980448,0.98,
SDSS J012513.25+145220.9,1237649920579010661,0.85,
SDSS J162345.54+130006.9,1237665566620712992,0.98,
SDSS J103548.22+170843.2,1237668288011436103,0.98,Sh
SDSS J150719.25+392645.8,1237661434858832012,0.96,Sh
SDSS J145341.99+103431.9,1237661950807900548,0.85,C
SDSS J143330.14+343340.4,1237662662134333533,0.97,F
SDSS J084128.25+251404.0,1237664667887927492,0.93,F
SDSS J131205.20+375112.5,1237664846121533563,0.98,F
SDSS J153547.57+432107.1,1237659119866282213,0.95,F
SDSS J110610.76+313654.9,1237665330919243882,0.88,C
SDSS J160029.17+185106.9,1237665534931239206,0.87,
SDSS J120208.36+174124.8,1237668624621240464,0.89,F
SDSS J113439.15+000729.1,1237674650462781590,0.96,Sh
SDSS J104738.34+385526.7,1237661381704548428,0.97,C
SDSS J122732.18+075747.7,1237661972260126941,0.98,V
SDSS J141714.08+075624.8,1237662262705914072,0.96,C
SDSS J074655.25+182856.5,1237664094503633368,0.95,
SDSS J135508.20+283014.1,1237665429705720018,0.9,F
SDSS J104940.46+193520.5,1237668294980862078,0.98,Sh
SDSS J160445.60+343711.6,1237662300834758893,0.99,
SDSS J143635.21+115618.2,1237662636366364756,0.98,F
SDSS J081044.15+214917.7,1237664093969580411,0.91,
SDSS J104536.32+274937.4,1237667254006710456,0.89,F
SDSS J080903.95+112113.8,1237667783345111529,0.97,
SDSS J130143.28+191806.9,1237668297671508106,0.95,C
SDSS J155140.70+115933.6,1237668310554837325,0.98,
SDSS J133752.61+154316.6,1237668348668412000,0.92,F
SDSS J000851.19-090354.8,1237672793961267255,0.99,
SDSS J083032.70+425928.1,1237673705582297345,0.87,F
SDSS J012134.83+333601.3,1237678893352288510,0.96,
SDSS J142006.89+245117.6,1237665549963362481,0.9,C
SDSS J092628.27+220510.7,1237667210512105643,0.91,F
SDSS J092629.06+214530.2,1237667252924711149,0.97,Sh
SDSS J094716.11+220522.1,1237667430096437433,0.99,F
SDSS J211621.97+010505.5,1237678617936789711,0.97,
SDSS J145003.72+000550.9,1237648704594182574,0.93,Sh
SDSS J115613.11+050059.2,1237671128591368335,0.97,F
SDSS J093811.89+160330.3,1237670965924397155,0.97,F
SDSS J094134.96+132246.8,1237671123765166201,0.94,Sh
SDSS J112049.29+002324.6,1237648721763303647,0.99,F
SDSS J113833.27-011104.1,1237674648852627562,0.87,
SDSS J115816.58+241856.7,1237667446727704678,0.98,F
SDSS J114938.40-033029.5,1237650369407090741,0.97,
SDSS J134759.11+190316.4,1237668272437199076,0.86,F
SDSS J082510.35+183457.5,1237667142860931300,0.97,Sh
SDSS J122321.87+663551.0,1237651537638654106,0.87,
SDSS J093709.25+195009.4,1237667542288171046,0.99,F
SDSS J113957.26+200013.3,1237667915953078465,0.96,F
SDSS J144650.18+135053.2,1237668349212622887,0.99,F
SDSS J120144.31+175355.9,1237668496320626824,0.86,C
SDSS J113954.15+175255.3,1237668586509172935,0.96,V
SDSS J124303.00-011657.8,1237671764786020514,0.95,
SDSS J105225.96+103250.2,1237671932819341335,0.99,F
SDSS J094100.10+065610.0,1237674462028824604,0.92,Sh
SDSS J153905.16+053416.5,1237662268613918842,0.99,V
SDSS J112006.41+351546.0,1237665026510356613,0.85,F
SDSS J124058.08+275852.2,1237667323795931146,0.88,F
SDSS J101550.49+203902.7,1237667536398319728,0.92,F
SDSS J152704.79+131040.1,1237668310015279290,0.99,F
SDSS J125510.66+641552.3,1237654875362033725,0.96,
SDSS J121943.88+285146.1,1237667209992536264,0.99,C
SDSS J114943.17+602216.5,1237655108913201219,0.99,
SDSS J113213.42+235616.0,1237667549811507489,0.94,F
SDSS J134630.60+224221.6,1237667910601932987,0.98,C
SDSS J101101.90+155847.2,1237671125379055670,0.97,F
SDSS J124542.96+061928.3,1237671764252491862,0.98,Sh
SDSS J075218.36+180807.8,1237673808653648194,0.99,
SDSS J142847.42+134916.3,1237668348136980813,0.94,Sh
SDSS J103317.10+162425.4,1237671262283235425,0.87,Sh
SDSS J093658.58+144218.3,1237671262814142753,0.88,F
SDSS J231635.32+010046.0,1237663278459846847,0.98,
SDSS J115528.39+345758.0,1237665128541782127,0.89,F
SDSS J111344.75+275202.9,1237667209986179154,0.95,F
SDSS J100915.13+603706.7,1237668671326584970,0.92,
SDSS J080504.19+294321.7,1237657774999404578,0.85,
SDSS J110027.67+062409.1,1237658298463158413,0.95,F
SDSS J102653.20+622011.4,1237651066810794077,0.98,
SDSS J141509.57+045536.0,1237651823245263060,0.93,C
SDSS J235257.31+154244.8,1237652944248307929,0.97,
SDSS J154444.48+042807.8,1237655743486886197,0.93,
SDSS J133952.49+522311.5,1237659131131658342,0.85,Sh
SDSS J114549.39+564805.5,1237661352705261692,0.98,F
SDSS J112758.08+131102.0,1237661813879931118,0.91,Sh
SDSS J123622.72+133610.3,1237661951330025676,0.95,V
SDSS J114942.63+495548.8,1237658613057060974,0.93,Sh
SDSS J150347.94+345056.1,1237662306730508587,0.9,F
SDSS J120351.91+392245.7,1237664667907391616,0.97,C
SDSS J140106.73+343451.3,1237664853105377330,0.97,F
SDSS J104122.64+314650.4,1237665127461093557,0.86,F
SDSS J162838.23+393304.5,1237659326029365299,0.92,
SDSS J114548.36+325846.8,1237665227839176900,0.98,F
SDSS J160316.27+174747.2,1237665428645609706,0.97,
SDSS J162842.26+400726.0,1237659326566039612,0.89,
SDSS J102706.52+214011.3,1237667536936370380,0.92,C
SDSS J114646.69+211617.3,1237667733968584756,0.99,C
SDSS J103620.67+210122.0,1237667783361101843,0.89,F
SDSS J121005.75+201256.1,1237667915956224063,0.88,F
SDSS J092926.68+132905.9,1237671261739548895,0.92,Sh
SDSS J171739.05+324215.4,1237671935508283674,0.97,
SDSS J225304.47+010840.0,1237678617410535616,0.97,
SDSS J111725.30+025810.9,1237651754542563419,0.96,F
SDSS J103700.68+284956.0,1237665367429939295,0.9,F
SDSS J092040.31+250628.1,1237667143404093580,0.89,F
SDSS J120351.30+200310.0,1237668298202415311,0.95,C
SDSS J154642.62+432220.9,1237659161736052817,0.98,
SDSS J115212.39+344738.7,1237665024902561841,0.97,F
SDSS J141759.54+250812.7,1237665532785786979,0.93,F
SDSS J085800.33+324830.5,1237660962401157417,0.95,C
SDSS J171447.55+613806.7,1237651213896646668,0.95,
SDSS J170936.41+340638.6,1237655130381484099,0.85,
SDSS J082959.77+310207.8,1237660344466014448,0.89,C
SDSS J164404.23+232351.8,1237662336260833481,0.97,
SDSS J112803.09+272309.7,1237667323788853258,0.9,C
SDSS J101232.10+200003.6,1237667783358611532,0.86,Sh
SDSS J100919.69+145927.3,1237671124305051901,0.97,C
SDSS J024703.63-003533.2,1237657070091632753,0.96,
SDSS J112046.58+595348.1,1237658304355172521,0.94,F
SDSS J135512.58+250117.1,1237665531172946006,0.98,F
SDSS J145008.11+173514.0,1237667734524395743,0.91,F
SDSS J104240.34+161731.9,1237671261747347709,0.99,Sh
SDSS J113052.16+013250.6,1237654028718440661,0.98,Sh
SDSS J105324.64+035335.0,1237654600495464595,0.97,Sh
SDSS J110321.21+065028.1,1237658299000357074,0.99,F
SDSS J145323.74+294155.2,1237662695957266536,0.98,F
SDSS J232337.22+002523.6,1237663277923762408,0.98,
SDSS J141630.38-022454.6,1237655691936727276,0.94,
SDSS J160915.70+254244.8,1237662664291582035,0.93,
SDSS J103519.20+641038.9,1237651537633673277,0.9,
SDSS J113630.75+474901.9,1237660636537815075,0.97,C
SDSS J080935.52+472028.5,1237651272421212462,0.99,
SDSS J080721.40+402353.9,1237653587408060429,0.97,
SDSS J151343.31+042143.6,1237655742409801806,0.98,C
SDSS J151346.61+214708.0,1237665427566493922,0.88,F
SDSS J160051.49+150904.5,1237665566618091639,0.94,
SDSS J141701.67+002837.4,1237648705127448778,0.95,F
SDSS J102158.90+645847.9,1237651539243892768,0.98,
SDSS J172801.42+573118.5,1237659896173690979,0.98,
SDSS J135322.20+363216.1,1237664293687853164,0.92,Sh
SDSS J134142.40+300731.4,1237665329323180121,0.95,C
SDSS J102903.34+194451.3,1237667782286508090,0.97,F
SDSS J163716.42+442505.6,1237671934428381309,0.93,
SDSS J164511.49+372627.9,1237655374111899720,0.92,
SDSS J152410.23+420407.3,1237662301903781905,0.96,F
SDSS J093316.71+335420.5,1237664871361019935,0.86,F
SDSS J113400.08+221837.7,1237667735577952458,0.97,F
SDSS J084316.82+515549.6,1237651251485868164,0.92,F
SDSS J113917.57+104533.8,1237658493887709388,0.92,F
SDSS J132657.33+261434.4,1237667322726711307,0.99,F
SDSS J113914.86+170837.1,1237668585435365393,0.97,F
SDSS J152516.39-014907.5,1237655498676568101,0.87,
SDSS J121121.15+443149.0,1237661850395017251,0.98,F
SDSS J164015.53+424124.1,1237651251517259878,0.93,
SDSS J153506.07+352034.4,1237662336252444877,0.98,Sh
SDSS J153504.83+232845.4,1237665537075511508,0.99,F
SDSS J121540.81+615323.5,1237655369287860276,0.93,
SDSS J163103.40+395018.6,1237655373036585211,0.85,
SDSS J163833.55+450831.0,1237651714262171970,0.92,
SDSS J103216.92+120321.8,1237660671429902353,0.91,C
SDSS J122532.63+073859.4,1237661971723059203,0.91,F
SDSS J144239.65+292048.1,1237665128020443309,0.94,Sh
SDSS J121018.25+262550.6,1237667441896390693,0.93,F
SDSS J095349.23+091137.6,1237661063878869129,0.98,F
SDSS J155238.28+092318.7,1237662637448364122,0.97,
SDSS J081516.77+090012.5,1237671261731356726,0.97,
SDSS J155855.79+024833.9,1237654880210977225,0.99,
SDSS J103736.19+053613.2,1237658297923797032,0.98,F
SDSS J144629.99+500130.7,1237659120935370757,0.99,F
SDSS J092115.56+101741.0,1237661923405398112,0.99,V
SDSS J110133.96+453913.9,1237660635461320734,0.96,Sh
SDSS J103952.47+205049.3,1237667735572381852,0.88,F
SDSS J082623.24+082525.5,1237671260121792698,0.95,Sh
SDSS J085629.23+294003.8,1237661086423974029,0.99,F
SDSS J103409.24+443005.4,1237661357536313447,0.98,C
SDSS J162926.70+293228.0,1237662474769662293,0.94,
SDSS J103412.02+132635.6,1237664131553886259,0.93,F
SDSS J135039.81+322052.7,1237665024376504523,0.99,F
SDSS J102409.13+170330.0,1237668288547062040,0.96,F
SDSS J114529.96+204048.6,1237668294986629273,0.85,V
SDSS J113517.70+505601.5,1237657855534432355,0.97,F
SDSS J124205.39+630645.4,1237655370899783808,0.92,
SDSS J144444.21+222616.9,1237665548892307533,0.93,F
SDSS J113653.04+211743.5,1237667733967601747,0.98,C
SDSS J090624.54+551418.5,1237651251487899768,0.99,F
SDSS J121826.75+045844.6,1237654605336412376,0.91,F
SDSS J133214.77+623436.1,1237654608534962422,0.94,
SDSS J093720.77+385335.2,1237660342862348308,0.98,Sh
SDSS J144708.75+501144.5,1237661416067891319,0.97,F
SDSS J113605.44+441406.3,1237661872400171091,0.97,F
SDSS J123727.30+415700.5,1237662193991090294,0.86,V
SDSS J105512.61+055145.3,1237654606937981034,0.87,V
SDSS J125631.16+383648.4,1237664293682872360,0.85,C
SDSS J112020.74+340546.4,1237665128538570791,0.98,C
SDSS J111811.57+302342.6,1237665328772808730,0.98,Sh
SDSS J155409.86+190622.3,1237665442070528055,0.96,
SDSS J141927.18+540601.0,1237661387605147789,0.99,F
SDSS J124258.84+395044.4,1237664294755434656,0.99,F
SDSS J115823.78-021638.5,1237650371018621112,0.99,
SDSS J115818.28-015731.6,1237650762390372517,0.99,
SDSS J104509.98+045640.1,1237654605863125245,0.99,F
SDSS J153348.91+210810.3,1237665442068299783,0.99,Sh
SDSS J143428.37+231812.9,1237665531713814595,0.98,F
SDSS J100242.89+040228.6,1237654605321601369,0.95,V
SDSS J091422.86+070612.9,1237658492798238960,0.94,C
SDSS J093807.38+280327.5,1237665128528674820,0.96,C
SDSS J144935.82+252252.7,1237665429711159362,0.99,F
SDSS J110804.65+264401.8,1237667430641565764,0.86,F
SDSS J094457.09+164226.8,1237667781207982220,0.98,V
SDSS J143407.62+080755.7,1237662263244619930,0.99,F
SDSS J144316.49+232207.3,1237665549965787236,0.92,F
SDSS J011208.63-002436.7,1237663783668416606,0.96,
